User,Rating,Date,Review
samberi1212 channel,5,2024-05-05 06:21:49,apik. alternatif transportasi yang ada di kota Makassar
Valen Pabisa,5,2024-05-05 05:14:12,mantaf
Diablo678 Diablo679,5,2024-05-05 04:57:03,drivernya ramah dan mengemudikan dengan aman
ANDI AZRIEL WIJAYA,5,2024-05-04 12:18:46,Pelayanan & Pengantaran luar biasa 🙏🏻🙏🏻
soel aja,5,2024-05-04 09:41:39,terimakasih pak driver
rahmawati uncis,5,2024-05-04 05:28:05,baik
hasabuddin naba,5,2024-05-04 01:51:04,pelayanan bagus
wana ismail,5,2024-05-04 00:37:49,sangat menyenangkan
KARMILAWATI,5,2024-05-03 23:08:59,bagus sekali drypernya
Dian Yudianti,5,2024-05-03 04:15:32,belum bisa transaksi non tunai 😕
Muliadi Adhy,5,2024-05-03 02:43:38,sangat ramah dan baik
Yuliati Dgmalino,5,2024-05-02 13:52:19,sangat bagus
Gibran Shadiq,1,2024-05-02 08:58:40,Drivernya banyak yang mau di edukasi. Driver banyak yang tidak ramah suka ngebut dan ugal ugalan. Setelah orderan selesai kita tidak bisa memberi rating kepada pengemudi. Sebaiknya itu disediakan agar kita memberi nilai kepada pengemudi anda
Dedi Efendi,5,2024-05-02 08:44:17,saya sangat memuaskan dan senang dlm perjalanan nya yg sangat baik utk pengemudinya
Arif Maulana,2,2024-05-02 07:40:58,Setiap pesan bajaj tuh kok ribet yah segala ada kata pengemudi tidak tersedia lah ini lah itulah tolong dong ini gimana sih
Umbar Mulyadi,5,2024-05-02 04:37:47,Alhamdulillah sangat membantu
Iwan Chandra,5,2024-05-02 03:02:09,"mantaplah ,murah meriah"
Jacobs Horman,5,2024-05-02 02:06:40,nyaman dan pengemudinya ramah
Rahma Wathy,5,2024-05-02 02:03:40,"bagus , nyaman dan cepat juga sampainya"
Murni Ati,5,2024-05-01 14:17:31,mantap
asnawati syifa,5,2024-05-01 00:41:09,bagus
Kasmawati Koe,5,2024-04-30 12:17:26,merakyat
Mahdon Mahdon,5,2024-04-30 05:33:46,baik bangat
Fatmah Syafry,5,2024-04-30 03:03:24,kurir baik 👍ramah
Althaf Syarief,5,2024-04-29 03:03:00,enk dan mudah order nya
Nasbun Nur Alim,5,2024-04-29 01:57:27,"Sudah lihat sepertinya bagus, baru mau mencoba"
Asma Maulana,5,2024-04-28 08:16:21,sangat 👍
Nur Hasanah,5,2024-04-28 07:05:07,top
Ahmad Muchsin Jayali,4,2024-04-28 02:05:52,cukup membantu
Dynm Corp,5,2024-04-27 13:20:22,bagus
Muh agus Salim zaenal,3,2024-04-27 08:42:27,aplikasi nya kurang bagus masa minta kode verifikasi harus matiin VPN apalah segala ribet pemesanan nya jg nggk terdeteksi sama skli padahal driver berlalu lalang
Ajwad Al razzaq,5,2024-04-27 07:07:18,luar biasa bagus
Muhammad Adnan,5,2024-04-27 06:49:29,ok
Zul Kifli,5,2024-04-27 06:06:28,baik
Indar Indar kadir,5,2024-04-27 02:30:09,mantap
Ian Kheoq,5,2024-04-26 03:22:17,sangat terbantu
suriati dg kanang,5,2024-04-25 13:20:20,bagus
Wahidatul husnah Husna,5,2024-04-25 09:40:07,orgnya ramah dan sabar
Qyuza Stock 2,5,2024-04-25 06:43:36,mantap
R.Stivo,5,2024-04-25 05:51:11,sangat baik
haeruddin Didhyn,5,2024-04-25 03:47:02,sangat baik
Syamsia Cia,5,2024-04-25 02:28:52,sopir nya ramah baik di temani ngomrol
Akbar Muhammad,5,2024-04-25 00:56:16,mantap
Dilla Sintapuri,5,2024-04-24 10:34:34,sangat membantu
Andi gusniwati,5,2024-04-24 10:15:45,drivernya sangat baik meskipun jalan sangat macet toi dia tetap sabar. sehat selalu pak driver byk rezekinya dan berkah amin
Ana Supriana,5,2024-04-24 07:13:08,bagus 👍
Alfinah Pino,5,2024-04-23 10:02:59,sangat baik
Yuliana Mo,5,2024-04-23 08:43:53,drivenya baik.
Hj Arfah Al Saihal,5,2024-04-23 08:41:48,Sangat bagus melayani
Sri Wahyuni Yuni,5,2024-04-22 13:06:31,keren banget ada Maxride jadi gak kehujanan dech....Muantap tenan
Fatma Zee,4,2024-04-22 07:47:17,Saya berkali kali mendaftarkan nomor saya sebagai pengguna tapi tidak bisa
Dahlia Akil,5,2024-04-22 07:16:04,good job pak.. terimakasih ada H mengantar anak2q dgn selamat .. meski sempat panik krna 2 alamat padahal 1 ji 😂
Muh.tamrin Tamrinlallo,5,2024-04-22 06:14:18,mantap
muhlis damin,5,2024-04-22 05:39:30,"drivernya baik , sangat membantu"
Listina Putri,5,2024-04-21 12:45:00,baik
Rahmat Salim,5,2024-04-21 12:18:08,Sangat membantu
Ingga Olivia,5,2024-04-21 10:31:07,sangat baik
Triana Abri,5,2024-04-21 09:55:22,mantap sopirnya ramah makasih yah 🥰😆
miemie chantieq,5,2024-04-21 08:19:24,memuaskan
Hijra Hijra,5,2024-04-21 07:33:56,mantap
Verly Gunawan,5,2024-04-21 06:05:00,"nyaman seruu,👍🏻"
andi shinta,5,2024-04-21 02:53:34,semoga tambah banyak armadanya terutama daerah samata. soalnya setiap saya mau order dari samata selalu driver tidak tersedia
Fhera Fera,5,2024-04-20 12:26:21,mantap
Farahdillah Farah,4,2024-04-20 12:07:58,baik
Fathir,5,2024-04-20 03:47:29,Markotop dan cepat
Sumiani Dg sompa,5,2024-04-19 23:07:29,Aplikasi ini sangat bagus
Fernando Ginting,1,2024-04-19 10:59:49,Kk ini jual bajaj roda tiga atau narik sewa kk
Fitri Azzahra,5,2024-04-19 09:33:42,"sejauh ini penggunaan Maxride, khususnya roda 3 sangat menyenangkan, sayangnya agak susah dapat armada dilokasi saya, semoga kedepannya semakin mudah dan pelayanannya juga semakin bagus, dan untuk pembayaran cashless nya bisa disegerakan"
Aisyah Khairunnisa,5,2024-04-19 03:51:28,sangat baik
Yanz Maximcar,1,2024-04-18 14:18:55,Kurang bagus
Rahmat Usman,5,2024-04-18 10:17:39,Mantap
sukma wati,5,2024-04-17 13:44:39,baik dan ramah
Kusmawati Mksr,4,2024-04-17 11:50:00,alhamdulillah mantap
Ardy Jie,5,2024-04-17 11:33:05,driver nya baik n murah senyum 👍👍👍
Faizah Kiftiyah,5,2024-04-17 08:33:36,murah meriah ramah
hidayat buble,5,2024-04-17 05:05:04,Koordinasi yang baik
Syarifah Salsabila,5,2024-04-17 04:05:25,mantaaapp
fajrin azizah,5,2024-04-17 03:23:07,drivernya sopan dan ramah..Syukron pak pelayanannya
Eko Ilmawan,5,2024-04-16 07:00:16,Mantap.
rezqina mella,5,2024-04-16 05:52:45,"bagus, nyaman dan aman"
ST. HASNIAR S.Pd.I,5,2024-04-16 04:52:09,drivernya sgt ramah
JASA KURIR DAENG gowa,5,2024-04-16 02:01:56,banyak rezekita pak Driver
Yuni eka Yudistira,5,2024-04-15 04:19:05,"sangat ramah,baik, dan sopan kepada pelanggan nya"
Al Qabir,5,2024-04-15 03:50:40,lumayan
Hasbi Nandar,5,2024-04-15 02:42:29,Sopan
Rahmat Surahman,5,2024-04-15 02:37:06,mantap
Roslinda Linda,5,2024-04-14 23:37:14,"sangat baik, tepat waktu"
Yosep Antonio,5,2024-04-14 10:05:15,senang banget
Aira Naura,5,2024-04-14 02:52:46,makasih bnyak bosku
husna macca,5,2024-04-14 01:11:43,maaf salah tindis smiley
Ilham Akbar,4,2024-04-14 00:35:45,mantap
Mama Aya,5,2024-04-13 07:18:50,suka ... sayangnya masih kurang armadanya... armada bersih... smga ttp terjaga ya
Ferdy Wijaya,5,2024-04-13 05:26:17,max ride is the best
Anggeraja Satu,5,2024-04-13 04:05:52,sangat baik
Fitrah yusma,5,2024-04-12 14:24:25,pokokx senang dgn supirx baik dan sopan
ardant family,5,2024-04-12 13:02:28,baik
Ansarfqy rfqy,4,2024-04-12 05:48:38,"harga agak mahal,tpi aplikasi bgs cara daftarnya jg sangat cepat"
Syamsul Alam,5,2024-04-12 05:30:59,Seru
Sendal Cappi,5,2024-04-11 13:03:32,mantap pelayanan nya
Boestham Bachtiar,5,2024-04-11 13:00:16,sangat membantu
Faiz Muh Faiz Aidil,5,2024-04-11 06:42:47,terimakasih
irma suryani,5,2024-04-10 13:57:03,"sangat membantu sekali, apalagi kami yg tinggal di lorong,harga terjangkau."
Indah Sari Ilyas,5,2024-04-10 09:51:14,sangat baik terima kasih
Ayu Ayu,5,2024-04-10 00:08:33,pengemudinya bagus Rama
Andi Rajata,5,2024-04-09 11:04:40,keren
William Santonio,5,2024-04-09 02:33:30,mantap
Jiro Petarukan,5,2024-04-09 02:26:50,Mantap
White Black,5,2024-04-09 01:03:37,bagus di pke cepat dan tepat
Hitler,1,2024-04-08 07:43:24,APLIKASI TIDAK JELAS TOLOL!!! KALAU ADA RUTE PENDEK NGAPAIN LEWAT TOL?? LU MAU NAMBAH ONGKOS KAH AJG???
Hasrianti H. Beta,5,2024-04-08 04:19:21,baik
Achmad Bisjoe,5,2024-04-08 02:34:43,Alhamdulillah.
Alya Warahmah,5,2024-04-07 17:17:20,pengmudi aman dan linca.mantap sangat membantu dan juga sangat mura
Imam Sul,4,2024-04-07 11:19:56,"Saran saya Cuman dari segi map dan keterangan orderan,,, sukit memperkirakan driver sudah dekat atw mash belum bergerak,, serta harga dri orderan akan hilang jika sudah memesan jasa,,, ini bisa jadi membingungkan dan beberapa driver mungkin akan menaikan tarif karna hanya driver yg tau harga"
Suhendra Ilham,5,2024-04-07 06:18:27,salah satu solusi berkendara tanpa macet
Darmila Awaliyah,5,2024-04-06 13:23:12,sangat bagus
ahmad afiq,1,2024-04-06 13:09:52,"Loading saat mencari pengemudi lama, saya menunggu hampir 30 menit gara gara loading"
Andini Zahra,2,2024-04-06 11:28:44,"Susah sekali dapat driver, percuma ada aplikasi nya kalau susah dapat driver, giliran di cancel tiba2 dtg sendiri driver nya"
Fadriani Darwis,5,2024-04-06 06:04:01,Senang dgn pelayanannya
Ristiaty Syarif,5,2024-04-06 02:30:32,baik
Rona Romana Batti,5,2024-04-05 15:09:45,lbh simple dan irit
Andi Syahmindar,5,2024-04-05 02:45:04,👍👍
KURNIATI CORY,5,2024-04-05 02:32:47,baik
Mince Allolinggi,5,2024-04-05 01:48:59,Mantap. terima kasih
maria punga,5,2024-04-04 08:37:19,baik
Risma Wati,5,2024-04-04 05:15:06,supir nya semua baik dan sopan sy suka naik maxride
Arief Rivai,5,2024-04-04 03:47:40,Opsi bagi suka mabok darat dan ga mau kepanasan. tarif affordable. sayangnya blm ada opsi untuk bayar non tunai.
roni lo vun yin,5,2024-04-03 07:07:04,seru
Ahmad Risal,5,2024-04-03 06:58:28,mantaf
marwa marwa,5,2024-04-03 05:50:33,sopir bajai ramah dan baik
Body Tamaela,5,2024-04-02 08:08:03,cepat dan sopirx ramah
Aryanto Toraja,5,2024-04-02 00:28:26,bagus👍👍
Firman Haris,5,2024-04-01 14:50:20,terima kasih sudah di antar sampai tujuan
Ciicha Gee,5,2024-04-01 14:35:48,Good
Rimz Rimz Jelita,5,2024-04-01 11:40:52,Cukup menyenangkan menggunakan Maxride bajaj
Lisrahayu Fitri,5,2024-04-01 09:14:36,cukup terjangkau
Marwan Syah,5,2024-03-31 09:08:01,Ok
Febry Ana,5,2024-03-31 07:47:58,nyaman
Irma Selviana,5,2024-03-31 06:23:50,bagus
Sri Wahyuni,5,2024-03-31 03:28:17,bapak nya sangat baik dan ramah
Lisa Fitriani,5,2024-03-31 02:48:20,baik dan ramah
Apriliani Utami Saputri,5,2024-03-31 01:09:58,baik+++
Sarah Aulia,5,2024-03-31 00:45:41,alhamdulillah mantap sangat membantu
Damayanti Ahmad,5,2024-03-30 14:03:49,perbanyak angkutannya pertahankan harga yang murah tapi tdk murahan
Lagaya officiaL,5,2024-03-30 12:43:08,mantap
Nafisah Biya,4,2024-03-30 02:07:35,oke mantap
Herman Emmang,1,2024-03-29 09:44:03,Aplikasi tidak berguna
Adhe Hermawan,1,2024-03-28 21:30:19,Driver nya ngga bisa di rating Maceku naik bajai ngga di kasi turun sesuai titik terus ngajakin debat Plat: DD 4424 XX Kendaraan warna kuning
Lisa Haraphinot,5,2024-03-28 14:24:21,keren
elvira maya upara,5,2024-03-28 12:38:53,sanagt memuaskan
Fatma Wati,5,2024-03-28 08:52:14,mantap
Sitti Khodijah,5,2024-03-27 23:41:28,alhamdulillah sangat membantu
Abu Hanifa,5,2024-03-27 12:14:09,segar liat pemandangan malam makassar
Andi Darmawan,5,2024-03-27 08:46:56,👍
Rahmat Djafkir,5,2024-03-27 05:26:00,mantap drivernya
Alea Reny,5,2024-03-26 01:48:56,Bagus dan murah
Reza Tampang,5,2024-03-25 16:25:11,"mantap tarif terjangkau untuk anak kuliaan bisa patungan naik 3 orang cuma bayar satu aplikasi saja, cukup membantu"
Wawan Fix,1,2024-03-25 15:23:15,Terlalu berbahaya untuk pengemudi sekitar
Julia Tri,5,2024-03-25 13:42:04,sangat nyaman
Muh ammar Ammar,5,2024-03-25 01:43:35,Bagus
Susanto Paska,5,2024-03-24 13:23:20,om drivernya ramah..
Andi Juniati,5,2024-03-24 12:08:19,Baik Dan Ramah
Zakiyah Hud,5,2024-03-23 10:58:43,sangat menyenangkan dan sopir ny seru seru
Alimuddin Ali,5,2024-03-23 07:23:26,sesuai titik org rama
Narwiyani ST,5,2024-03-23 07:19:53,driver nya ramah
andriani lie herman837,5,2024-03-23 06:05:53,👍👍👍
Has Ballah,5,2024-03-23 05:13:11,"tempat duduk nyaman, drive mencari jalan tercepat, driver ramah"
Salam Sukses Mandiri,4,2024-03-22 12:37:19,keren
Ainun Aizar,5,2024-03-22 11:20:12,bagus
Nur Yaqin Amin,5,2024-03-22 06:11:56,"senang Skali bisa ajak anak anakku naik maxride, seruuu cm nahinnya kencang, mungkin BS diperbaharui pihak maxride penutup atau apalah"
Dewi Anwar,5,2024-03-22 01:18:09,sangat baik
sri mutmainnah,5,2024-03-22 00:24:25,masya Allah sangat terbantu dan hemat
Esa Lestary,5,2024-03-21 12:17:13,good
Arkana Rafia,5,2024-03-21 10:40:07,bagus
Jebel Maryke,5,2024-03-21 09:19:57,sangat nyaman apalg pas musim hujan
Raodah Haryadi,5,2024-03-21 05:46:59,sangat membantu bagi orang yang mabuk kl naik mobil seperti saya..
Lhia Oktaflien,5,2024-03-21 05:19:04,"besok2naik bajaj lagi bila bepergian,soalnya nyaman dan ramah pengemudinya"
hasnawati senna,5,2024-03-20 05:47:40,seru
Sahrania Wilda,5,2024-03-20 02:49:25,mantap
Akal Einstein,5,2024-03-19 13:51:18,driver ramah dan sopan. sangat memuaskan sekali👍
Nining Rosa Rini,5,2024-03-19 02:47:06,terima kasih
TWENTYONE TIMBANG,5,2024-03-18 14:23:45,TERIMAKASIH
Alwi Rasyid,5,2024-03-18 08:12:37,mantap
Hamila Rach,5,2024-03-18 07:25:29,semakin mudah di akses.
Nona Usagi,5,2024-03-18 06:12:31,"Perbanyak promo, dong"
muhammad ashar,5,2024-03-18 04:18:00,Masya Allah drivernya rama
Sri Hidayanti,5,2024-03-18 02:33:25,good good good
Raihan Agus,5,2024-03-18 01:11:39,sangat baik
Muhamad Dong,5,2024-03-17 05:32:34,mantap...
Jhumrianhi Rastra,5,2024-03-17 03:39:26,pengemudinya baik
Bapekom VIII Makassar,5,2024-03-17 01:17:41,menyenangkan.......nice driver
hilda Siauw,1,2024-03-16 15:35:34,"Bajainya nagih ndak sesuai biaya. Dilayar tertera 19rb ditagih 25rb dan kurang sopan drivernya. Dia bilang laporin aja di Maxride nya. Dan di aplikasi tdk ada keluhan untuk penumpang. Gimana nih dg driver kayak gini, bikin trauma saja"
Nour Sriyanah,5,2024-03-16 13:09:36,ramah dan sangat membantu
Syarifah Muhlis,5,2024-03-16 08:03:40,sangat baik
andi mega 94,5,2024-03-16 07:36:56,pengemudi ramah dan baik
Media Berkah,5,2024-03-16 02:00:25,Mantap 👍👍saya suka aplikasi ini dan murah muriah
Jopie manoppo,5,2024-03-15 10:01:44,mantap
Muh Rifat Sadiqi,5,2024-03-15 05:16:34,sangat ramah
NUR ALAM IKHSAN,5,2024-03-15 04:55:03,puas
bagus santoso15,5,2024-03-15 03:12:50,Sangat membantu
Anzar Buyung,4,2024-03-14 04:04:06,sangat mbantu dlmpilihan trnspftsi online
Muh Afdal Anugrah A,5,2024-03-14 02:05:27,mantap tawwa
Ahmad Dahlia10,5,2024-03-13 18:17:16,bagus kali naik bajak i jyaa
Mutmainnah Nhinna,5,2024-03-13 14:26:37,baik nyaman
Herman Pietoyo,5,2024-03-13 07:03:00,mantap
Franky Winata,5,2024-03-13 06:13:27,pengendarannya sangat sopan dan sabar
Aura patri,5,2024-03-13 05:38:58,mantep drver
Daeng Aziz,5,2024-03-13 03:46:23,sangat bermanfaat
Muzdalifah Muce,5,2024-03-13 02:10:07,alhamdulillah diantar sampai tujuan dengan selamat
Syamsiah Jie,3,2024-03-12 03:41:33,"Kenapa ya..saat ini tidak bisa di akses...,tidak bisa di buka aplikasinya...??"
Raqil Zahir,5,2024-03-11 13:49:41,kendaraan alternatif bgd apa lg buat rumah sy yg jalanan'n sempit bgd makasih😁
Senopati Ghiez,5,2024-03-11 08:16:23,"alhamdulillah, 👍👍👍"
Yulianti Anti,5,2024-03-11 05:14:03,sopir baik
Blocked drain indo,5,2024-03-11 03:43:17,GG ok
Salman Alfarisi,5,2024-03-11 03:18:58,terima kasih bantuannya pak
suriah hanafi,5,2024-03-11 01:18:12,jgn merokok disaat membawa penumpang
Nurshafitri Fitt,1,2024-03-11 01:11:36,Pengemudi susah ditemukan
maryssarita ri'pi,5,2024-03-10 05:10:01,orangx baik
Jum Lia,5,2024-03-09 23:18:23,drivernya baik sekali..
Sukma Yani,5,2024-03-09 10:50:21,sangat memuaskan
Abyan,5,2024-03-09 10:25:18,pengantar sangat ramahh
Marni Yanti,3,2024-03-09 10:04:16,"Susah cari driver, jarak 300 meter dgn driver masi bilng driver pada jauh...? Terpaksa pesan grab, pas lewat banyak bajai nongkrong di jln dekat dari rmh.."
Zahra Nur hikmah,5,2024-03-09 07:59:31,bagus pertahankan
Sendy Hamdani,5,2024-03-09 06:52:12,"baik ,perjalanan aman"
sriwahyuni ken,5,2024-03-08 10:22:12,nyaman
Naslah Suaib,5,2024-03-08 04:47:06,sangat baik
Murniwati Tiropadang,5,2024-03-08 04:41:06,wow mantap
Hasrianti Hasrianti,5,2024-03-08 01:27:50,makasih
erna husba,5,2024-03-08 00:30:45,ramah
Wiliam Oteno Rumpa,5,2024-03-07 10:33:40,Murah
Nur Hakikhy,5,2024-03-07 08:43:49,"Baik, dan juga ramah"
Isra Mahyuddin,5,2024-03-07 07:23:17,mantp
Nadia Shanty,5,2024-03-07 06:51:34,sangat baik sekali
Ewa Ko,3,2024-03-07 06:18:48,"aplikasi masih harus diupgrade,"
Iswan Idrus,5,2024-03-07 04:21:37,sangat baik
Vivo Br,5,2024-03-07 03:38:06,"mkasih pak, ats bantuannya"
azhar bahar,5,2024-03-06 05:34:22,driver Sangat Ramah
Tika S,5,2024-03-06 04:41:13,supir x ramah semua
Juli Andriani,5,2024-03-06 04:28:34,mantapp simple
Armiati Armi,5,2024-03-06 02:42:46,baik
Sitti Naisah Ilham Tahir,5,2024-03-05 06:38:53,mantapppp
Yuniar Saskia,4,2024-03-05 05:09:01,Mau nanya bedanya klasik sama bisnis apa yah?
Tri Utami Yusgar,5,2024-03-05 00:55:51,nyaman... recommended.... yuk cobain....
Ernawati Umar,5,2024-03-04 15:17:45,"pelayanan yang sangat sngat baik , drivernya ramah , pkoknya plg the best diantara smua kompetiternyaaa 🖤"
Dg manaik Manaik,5,2024-03-04 10:28:15,baik
MARCEL,5,2024-03-04 09:55:46,Ok
Revan Raditya Saputra,1,2024-03-04 08:52:27,Kok kagak ada yang menerima orderan saya lama banget sumpah
Nur Aliyah Zulkarnain,5,2024-03-04 03:47:56,tolong dong bajajnya jgn asal2 camcel kita penumlang capek tunggui eh malah dicancel
Wijhah,5,2024-03-04 01:27:33,"keren keren keren,,, cuma blum bsa sampai depan rumah karena gank ku kecil, hehe"
Islamiyah Mia,5,2024-03-03 10:19:58,naik maxride perdana 👌
Tri Aprili Tri,2,2024-03-03 07:43:29,pertama kali bagus naik bajaj
Kim Hani,5,2024-03-03 06:00:02,Sangat bermanfaat
Nurma Riana,1,2024-03-03 05:59:57,Sy pesan knpa selalu di batalkn.. sebenarnya ini dravex mengemudi apa gk sih jgn php mulu
Andi Mirnawati,4,2024-03-03 04:33:53,bagus
Agustina Tina,5,2024-03-03 03:32:26,Alhamdulillah mantap
Adib Fauzan A.,1,2024-03-03 01:43:55,"Sayang gak ada max ride di sekitar perumahan yang jauh, sangat mengecewakan"
rusman sabang,5,2024-03-03 00:09:21,Mantap
Jeni Lestari,5,2024-03-02 23:52:22,sangat bagus
Fitry Ana,5,2024-03-02 09:38:35,nyaman
Farhat Galang,5,2024-03-02 06:38:50,memuaskan
Nisa Nisa,5,2024-03-02 06:38:12,drivernya tenang
NOVA TRIWILDA,4,2024-03-02 02:28:06,"Lumayan,, apalagi kl driver nya juga ramah"
Maymay Chandra,5,2024-03-01 11:44:11,mantaaappp
Ryanty dalle,5,2024-03-01 11:21:42,bagus
Desy Armadani,5,2024-03-01 11:14:52,"maaf salah tujuan tadi pak,terima kasih atas pelayanannya iye pak"
mastan hamka,5,2024-03-01 08:59:08,"nyaman, t4 barang jg agak luas, bida dewasa 2 dan anak balita 1"
Cak Cak,2,2024-03-01 03:49:18,"Driver.y pilih2 orderan klo jauh jarang banget ada yg mau ngambil, padahal kan harga sesuai jarak, JD apa masalah.y ??? JD malas pke jasa maxride👎"
Usman Andi Makkua,5,2024-02-29 10:17:46,mantap
Syahril Suryanto,5,2024-02-29 10:09:12,matntaf
Thamrin Taha,5,2024-02-29 10:09:05,drivernya baik dan ramah. semoga dilapangkan rezekinya
Jumriati S,2,2024-02-29 08:18:07,baik
Putra Leo,5,2024-02-29 07:57:02,"Driver Yang Ada Di Maros Sangat Ramah Dan Sopan tidak banyak neko neko, Driver on-line terbaik Yang Pernah Ada terkhusus Pengemudi Bajai Biru Sedikit Tinggi Hitam Manis."
Herda Wati15,5,2024-02-29 07:33:40,masfas msntaf
Rasni29 Firdaus,5,2024-02-29 06:46:03,mantap
Delvira Paraeng,5,2024-02-29 01:54:40,sangat asyik.
Sitti Hajar Atiqha,5,2024-02-29 01:33:49,bagus
tendabiru ratnasari,5,2024-02-28 15:55:37,"supirx baik,sopan lg"
Monalisa a.musa,5,2024-02-28 10:29:02,Lebih hemattt
herlina sattuang,5,2024-02-28 09:31:44,"recommend bangetttt, nyaman, murah, seat lebar bisa👍🏻👍🏻👍🏻"
Andi Nurhajar,5,2024-02-28 09:30:55,bagus
Muh Mu'afi Syauqi Rachmat,5,2024-02-28 09:13:01,mantaf
Ahmad Roby,5,2024-02-28 05:24:32,makasih iye bpk
Yuni Hasrini,5,2024-02-28 04:56:10,sangat baik
Ika Pribadijie,5,2024-02-28 04:53:20,mantat
Nur Isma,5,2024-02-28 04:31:32,terima kasih atas pelayananx pak
maylina fitriyana,5,2024-02-27 14:18:59,mantaf
Yulia Ratu,5,2024-02-27 13:18:09,mantaf
Nadhilah Avissa,5,2024-02-27 11:34:26,mantaf
Emy Emy,5,2024-02-27 05:04:54,mantap...👍👍👍👍
Kaka Pute,5,2024-02-27 02:54:56,mantap
Erika Elv,5,2024-02-27 02:53:02,mantaf
Ifa ummu Muhammad,5,2024-02-27 02:19:28,mantaf
Vince Chandra,5,2024-02-27 01:03:29,"Aman,murah meriah,ramah sopir nya,bersih bajainya.tks"
Muh Fauzan,1,2024-02-27 00:50:13,Lama sekali baru menjemput driver nya
didin ardan,5,2024-02-26 16:01:33,🙏❤
Nur hikmah Hatta,5,2024-02-26 11:07:50,ramah
EKI EDT,1,2024-02-26 08:22:55,"Payah Maxride area Makassar kota, kelupaan barang besar berupa meja lipat gak ada etikad baik untuk mengembalikan.padahal dia ngantar sampai rumah"
Iskacel 88,5,2024-02-26 07:48:41,mantap kalo hujan
Neng Hifdziya,4,2024-02-26 02:56:08,aman digunakan pada saat hujan dan panas matahari
Warkop Dewa,5,2024-02-25 08:34:51,"Oke mantap aplikasinya, Membantu"
Anty Anty nur shanty,5,2024-02-25 05:15:39,baik
Irma Queen (Imma),5,2024-02-25 04:21:45,narif terjangkau kalangan kecil dan menengah
Anggoro Yudho,5,2024-02-25 02:56:31,"driver ramah, kendaraan bersih"
Lulun B,1,2024-02-25 01:31:27,"Tolong driver jangan suka pilih"" Orderan tujuan jarak 7-8 km dr penumpang!!! Bnyak alasan gak bs muter lah macet lah eh 💩🐱 driver na duduk manis dibajai na krn malas lewati jalanan macet... Kalo bs ksh turun performa driver bajai na sperti gojek dan grab..."
Annisa yunia rahmawati,5,2024-02-24 14:53:27,bagus
Dharma P3D,5,2024-02-24 13:40:03,drivernya baik dan ramah
Muhammad Arfandhi,1,2024-02-24 11:32:10,Sangat di syangkan driver tdk mau terima orderan yg jaraknya lumayan jauh
Alisha,5,2024-02-23 09:46:02,Masya Allah pelayanannya bagus
The Mangkhoz,5,2024-02-23 08:30:41,semoga semakin baik
Nurhidayat Syukur,4,2024-02-23 08:19:52,good
K A R U B I N {ナ タ ン},1,2024-02-23 07:24:08,Masuk tong ko juga ke daerah tallasa city kapassa
Dian Isdianti,5,2024-02-23 00:21:58,Pelayanan mantap... Saran untuk menambah lagi unit yang ada
Daeng Pasang,5,2024-02-22 12:26:16,Sy ingin gabung jadi driver Maxride ....trimakasih
Haswinda Indah,5,2024-02-22 11:25:18,nyaman
Lisnawati Yunus,5,2024-02-22 09:45:53,"baik, ramah"
Tj Rezeki Amdiani Amdiani,5,2024-02-21 14:18:24,nyaman sekali
Muh.ithisan rukman Nizar rangga99,1,2024-02-21 07:18:53,Bajai nya TDK ada di dekat rumah saya memang murah tp titik sudah sesuai pass mau mesan tiba-tiba Driver nya TDK ada
rizky rahman,5,2024-02-21 07:08:47,"mantap,, siapkan cash memang"
Mardiyah Almahabbah,5,2024-02-21 06:15:25,sangat membantu
Irwan sinta,5,2024-02-21 06:07:51,sangat bagus
Danial,1,2024-02-21 05:09:03,Bajajnya nggak tanggung jawab (tabrak lari).
Al Faizar,1,2024-02-21 05:05:54,"Tabrak lari temanku, tanggung jawab lah"
Indrawati 85,5,2024-02-21 03:57:26,Bagus
Christine Andu,5,2024-02-21 01:59:32,mantap tawwa
Mina Siang,5,2024-02-21 01:26:44,kmbangkan smoga smakin memantu
Muh Ibrahim,5,2024-02-20 14:00:12,mantap pelayanan nya
ANDI AKRAM,4,2024-02-20 11:39:05,perlu perbaikan maps nya
Alyqaputri Syarezha,5,2024-02-20 11:28:27,sagat puas
Pretia ___,1,2024-02-20 11:03:48,Bajajnya kurang ajar saya naik motor pelan2 malah diserempet dan bajajnya tabrak lari😡 Nggak ada minta maaf kalau ada tdk dikasi bintang 0
Idayanti Dhea,5,2024-02-20 10:34:27,bagus
erna wati,5,2024-02-20 03:11:43,sangat baik
Mitha lestari Mitha,5,2024-02-20 01:01:29,pengemudi ramah
Mama Kembarwaldi,5,2024-02-19 10:26:40,terima kasih banyak atas pelayanan bpk
Awaliah Buraerah,5,2024-02-19 05:22:21,nyaman
AMANDA PRATIWI ISMAIL,5,2024-02-19 04:38:53,nyaman banget
Hasbullah A. Ma,5,2024-02-18 06:11:09,"Alhamdulillah, terima kasih"
Andika Putra,5,2024-02-17 14:41:21,baik
Yuli irsa,5,2024-02-17 12:54:04,baik ramah sopan
Nur Sasrawati,5,2024-02-17 11:43:40,baik sekali
Hafsa Syamsiah,5,2024-02-17 08:39:55,terimakasih
ANDI MUH ARIF,5,2024-02-17 06:47:08,Mantap
Cemilan Masita,5,2024-02-17 06:09:09,sangat menarik
